Artist,Title,Album,Year,Lyrics,Date,Mood
Nicki Minaj,Lookin Ass ,Young Money: Rise of an Empire,2014,nicki minaj look at y'all niggas niggas look at y'all niggas niggas   nicki minaj look at y'all smokin' ass niggas after every pull niggas start chokin' ass niggas nigganigga look at y'all bitch ass niggas stop lyin' on your dick ass niggas nigganigga look at y'all lookin' ass niggas stop lookin' at my ass ass niggas look at y'all lyin' ass niggas talkin' 'bout it's paid off but it's financed lyin' ass nigga bunch of nonmogul ass niggas frontin' like they got a plan boost mobile ass nigga nigga nigga look at y'all can't get a job so you plottin' how to rob ass niggas i ain't gotta check for y'all but if i'ma check for y'all i'ma need a check from y'all niggas i don't want sex give a fuck about your ex i don't even want a text from y'all niggas i'm rapin' you niggas look at this pic look at what the fuck i gave to you niggas ain't feelin' these niggas niggas want my time call me clinton i'm billin' these niggas   parker ighile all i know is there should be no reason all i know is there should be no reason all i all i know is there should be all i know all i all i know is there should be no reason all i know you know it and you know it look at what reason   nicki minaj look at y'all sharin' one bottle in the club one bottle full of bub' ass niggas look at y'all not havin' game ass niggas y'all niggas share a chain ass niggas same cup in the hand ass nigga in the club with a credit card scam ass nigga no dick in the pants ass nigga i be damned if i fuck a nonman ass nigga i will i will i will never fuck a nonman ass nigga i would never lie even if that nigga flew me and my bitches all the way out to dubai pussy you tried pussy ass nigga you lie pussy ass nigga you high bitch i'm me hundred on the wrist i ski art on the wall basqui fuck who see look at you fake dope dealers know real niggas that be movin' weight in them villas talkin' 'bout ki's say it's ki's in the van but he really move grams and he split it with his mans   parker ighile all i know is there should be no reason all i know is there should be no reason all i all i know is there should be all i know all i all i know is there should be no reason all i know you know it and you know it look at what reason,11/03/2014,Sad
Nicki Minaj,Boss Ass Bitch ,Beam Me Up Scotty,2013,i'm a bossass bitch bitch bitch bitch bitch bitch bitch i'm a bossass bitch bitch bitch bitch bitch bitch bitch i'm a bossass bitch bitch bitch bitch bitch bitch bitch i'm a bossass bitch bitch bitch bitch bitch bitch bitch i'm a bossass   yo i employ these niggas they be grown men but i little boy these niggas want the cookie so i gotta chips ahoy these niggas but i never iphone android these niggas use rubbers with 'em i don't ever raw these niggas more money than 'em i'ma son all these niggas i ain't shoppin' but it's like i gotta store these niggas put 'em on time out and never call these niggas pussy like girls damn is my pussy gay it's a holiday playwithmypussy day pussy this pussy that pussy taken pussy ride dick like she a jamaican pussy stay warm pussy on vacation you loose bitches need a pussy renovation you could eat it with a pussy reservation pussy 'bout to get a standin' ovation clap clapclap for this pussy nigga but i can't give this pussy to a pussy nigga aw man slow down i'ma get you something that you could hold down but i can't give you head i'm too ill for that i'ma make a movie still kill bill for that cause what the fuck this ain't chanel nigga custom done what the fuck i ain't smokin' hot bust me down you the same clown nigga that was runnin' me down now you all up in the sauce cause you wanna be down i said rule number  to be a boss ass bitch never let a clown nigga try to play you if he play you then rule number  fuck his best friends then make 'em yes men and get a dick pic and then you press send and send a red heart and send a kissy face and tell him that his friends love how your pussy taste and that's rule  i'm the school t my wrist look like i am a jewel thief but that's just 'cause i am a boss bitch now macaroni cheese and grill my swordfish    bitch bitch bitch bitch bitch bitch bitch i'm a boss ass  bitch bitch bitch bitch bitch bitch bitch i'm a bossass   bitch bitch bitch bitch bitch bitch bitch ifififififififif    if he catch my drift he could catch my jizz i be out in cali runnin' all my businesses i be out in cali watchin' back my christmas vids every time i fuck 'em yes i tell him this is his looked down at it and i said this is big man my game so cold i said this is rigged best flow in the game this is not a lie tell 'em bitches cross their t's and dot their i iiiiii i came back bitches' flows still boring i said damn man go back to whoring you know i still lead the league in scoring you know i'm still bad and i'm still foreign i'ma give bitches time to get hot chill out at the game new york knickerbock if they actually got bars they could rock but if not i'ma destroy chicks a lot oh but on the real i'm in album mode i just dropped this freestyle 'fore these files get old when i lay low bitches be safe and sound when i come back they better not make a sound  interlude i hear you when i'm back on the prowl you bitches better have my money cause i'm comin' for you ooh ooh   uh okay i order rich bitch sauce rich bitch cold got a rich bitch cough which bitch want it i go rich bitch off cause you know my style gettin' bit rippedoff when i'm at the restaurant rich bitch sauce rich bitch cold i got a rich bitch cough which bitch want it i go rich bitch off and you know my style gettin' bit rippedoff off off off off off off off i'm a bo i'm a boss   ask lil wayne who the fivestar bitch is ask lil wayne who the fivestar bitch is ask lil wayne ask lil wayne ask lil wayne who the fivestar bitch is ask birdman who the fivestar bitch is ask young money who the fivestar bitch is who the fivestar bitch is who the fivestar bitch is ask birdman who the fivestar bitch is ask lil wayne ask lil wayne ask lil wayne who the fivestar bitch is,30/12/2013,Happy
Nicki Minaj,Super Bass,Pink Friday,2011,nicki minaj this one is for the boys with the boomin' system top down ac with the cooler system when he come up in the club he be blazin' up got stacks on deck like he savin' up and he ill he real he might gotta deal he pop bottles and he got the right kind of build he cold he dope he might sell coke he always in the air but he never fly coach he a mothafuckin trip trip sailor of the ship ship when he make it drip drip kiss him on the lip lip that's the kinda dude i was lookin' for and yes you'll get slapped if you're lookin' ho i said excuse me you're a hell of a guy i mean my my my my you're like pelican fly i mean you're so shy and i'm loving your tie you're like slicker than the guy with the thing on his eye oh  refrain nicki minaj yes i did yes i did somebody please tell em who the f i is i am nicki minaj i mack them dudes up back coupes up and chuck the deuce up   nicki minaj  ester dean boy you got my heartbeat runnin' away beatin' like a drum and it's comin' your way can't you hear that boom badoom boom boom badoom boom bass he got that super bass boom badoom boom boom badoom boom bass yeah that's that super bass boom boom boom badoom bass bass boom boom boom bass yeah boom boom boom badoom bass bass boom boom boom bass boom badoom boom boom badoom boom bass he got that super bass boom badoom boom boom badoom boom bass yeah that's that super bass yo yo   nicki minaj this one is for the boys in the polos entrepreneur niggas and the moguls he could ball with the crew he could  but i think i like him better when he dolo and i think i like him better with the fitted cap on he ain't even gotta try to put the mack on he just gotta give me that look when he give me that look then the panties comin' off off uh excuse me you're a hell of a guy you know i really got a thing for american guys i mean sigh sickenin' eyes i can tell that you're in touch with your feminine side uh  refrain nicki minaj yes i did yes i did somebody please tell 'em who the f i is i am nicki minaj i mack them dudes up back coupes up and chuck the deuce up   nicki minaj  ester dean boy you got my heartbeat runnin' away beatin' like a drum and it's comin' your way can't you hear that boom badoom boom boom badoom boom bass he got that super bass boom badoom boom boom badoom boom bass yeah that's that super bass boom boom boom badoom bass bass boom boom boom bass yeah boom boom boom badoom bass bass boom boom boom bass boom badoom boom boom badoom boom bass he got that super bass boom badoom boom boom badoom boom bass yeah that's that super bass yo yo   nicki minaj see i need you in my life for me to stay know know know know know i know you'll stay no no no no no don't go away hey boy you got my heartbeat runnin' away don't you hear that heartbeat comin' your way oh it be like boom badoom boom boom badoom boom bass can't you hear that boom badoom boom boom badoom boom bass   nicki minaj  ester dean boy you got my heartbeat runnin' away beatin' like a drum and it's comin' your way can't you hear that boom badoom boom boom badoom boom bass he got that super bass boom badoom boom boom badoom boom bass yeah that's that super bass boom boom boom badoom bass bass boom boom boom bass yeah boom boom boom badoom bass bass boom boom boom bass boom badoom boom boom badoom boom bass he got that super bass boom badoom boom boom badoom boom bass yeah that's that super bass yo yo,05/04/2011,Energetic
Nicki Minaj,Pills N Potions,The Pinkprint,2014,pre pills and potions we're overdosin' i'm angry but i still love you pills and potions we're overdosin' can't stand it but i still love you   i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love   ayo they could never make me hate you even though what you was doin' wasn't tasteful even though you out here lookin' so ungrateful i'ma keep it movin' be classy and graceful i told 'em it's no friends in the game you ain't learned that yet all the s you came over don't burn that yet niggas want respect but niggas ain't earned that yet selfrighteous and entitled but they swearin' on the bible that they love you when really they no different from all your rivals but i still don't wish death on 'em i just reflect on 'em  pre pills and potions we're overdosin' i'm angry but i still love you pills and potions we're overdosin' can't stand it but i still love you   i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love   yo people'll love you and support you when it's beneficial i'ma forgive i won't forget but i'ma dead the issue soon as you out a nigga's life is when they start to miss you they see you doin' good now it's kinda hard to diss you niggas be sick when they remember all the bad they wished you niggas be mad when they can't come and live lavish wit' you but i sped off in a benzy i see the envy when i'm causin' a frenzy so i pop pills for 'em cop cribs in the hills on 'em  pre pills and potions we're overdosin' i'm angry but i still love you pills and potions we're overdosin' can't stand it but i still love you   i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love   i get high off your memory i get high off your memory i get high off your memory in due time we'll be fine in due time   i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love i still love i still love i still love i still love i still looove i still love i still love i still love i still love i still love,21/05/2014,Calm
Lady Gaga,Do What U Want,ARTPOP,2013,lady gaga  r kelly yeah oh turn the mic up yeah yeah eh eh eh eh eh eh eh oh eh eh eh eh eh eh eh oh   lady gaga i i feel good i walk alone but then i trip upon myself and i fall i i stand up and then i'm okay but then you print some shit that makes me wanna scream  pre lady gaga so do what you want what you want with my body do what you want don't stop let's party do what you want what you want with my body do what you want what you want with my body write what you want say what you want 'bout me if you're wondering know that i'm not sorry do what you want what you want with my body what you want with my body   lady gaga you can't have my heart and you won't use my mind but do what you want with my body do what you want with my body you cant stop my voice 'cause you don't own my life but do what you want with my body do what you want with my body   r kelly early morning longer nights yeah tom ford private flights yeah crazy schedule fast life i wouldn't trade it in 'cause it's our life but let's slow it down i could be the drink in your cup i could be the green in your blunt your pusher man yeah i got what you want you wanna escape oh all of the crazy shit let go you're the marilyn i'm the president and i love to hear you sing girl  pre  r kelly do what i want do what i want with your body do what i want do what i want with your body back of the club taking shots gettin' naughty no invitations it's a private party do what i want do what i want with your body do what i want do what i want with your body yeah we taking these haters and we roughin' 'em up and we layin the cut like we don't give a fuck   lady gaga  r kelly you can't have my heart and you won't use my mind my mind but do what you want with my body yeah do what you want with my body with your body you cant stop my voice 'cause you don't own my life but do what you want with my body do what you want with my body body   lady gaga sometimes i'm scared i suppose if you ever let me go i would fall apart if you break my heart so just take my body and don't stop the party   lady gaga  r kelly both you can't have my heart and help me now you won't use my mind but do what you want with my body do what you want with my body with your body you cant stop my voice 'cause you don't own my life you but do what you want with my body what i want when i want when i want do what you want with my body   lady gaga do what you want with me what you want with my body do what you want with me what you want with my body world do what you want with me what you want with my body do what you want with me what you want with my body world help me now what you want with my body do what you want with my body do what you want with my body want you want with my body world,21/10/2013,Energetic
Lady Gaga,Always Remember Us This Way,A Star is Born ,2018,that arizona sky burnin' in your eyes you look at me and babe i wanna catch on fire its buried in my soul like california gold you found the light in me that i couldnt find   so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts when the sun goes down and the band won't play i'll always remember us this way   lovers in the night poets tryna write we don't know how to rhyme but damn we try but all i really know you're where i wanna go the part of me that's you will never die   so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts when the sun goes down and the band won't play i'll always remember us this way   oh yeah i don't wanna be just a memory baby yeah hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hooooooooo   so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts when the sun goes down and the band won't play i'll always remember us this way way yeah   when you look at me and the whole world fades i'll always remember us this way   oooh oooh hmmmm oooh oooh hmmmm,05/10/2018,Sad
Lady Gaga,Bad Romance,The Fame Monster,2009,ohohohohoh ohohohoh ohohoh caught in a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance raraahahah roma romama gaga ooh lala want your bad romance raraahahah roma romama gaga ooh lala want your bad romance   i want your ugly i want your disease i want your everything as long as its free i want your love love love love i want your love oh ey i want your drama the touch of your hand hey i want your leatherstudded kiss in the sand i want your love love love love i want your love love love love i want your love  pre you know that i want you and you know that i need you i want it bad your bad romance   i want your love and i want your revenge you and me could write a bad romance ohohohohoh i want your love and all your lover's revenge you and me could write a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance  post raraahahah romaromama gaga ooh lala want your bad romance   i want your horror i want your design cause youre a criminal as long as youre mine i want your love love love love i want your love uh i want your psycho your vertigo shtick shtick hey want you in my rear window baby you're sick i want your love love love love i want your love love love love i want your love  pre you know that i want you and you know that i need you 'cause i'm a free bitch baby i want it bad your bad romance   i want your love and i want your revenge you and me could write a bad romance ohohohohoh i want your love and all your lover's revenge you and me could write a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance  post raraahahah romaromama gaga ooh lala want your bad romance raraahahah romaromama gaga ooh lala want your bad romance    walk walk fashion baby work it move that bitch crazy walk walk fashion baby work it move that bitch crazy walk walk fashion baby work it move that bitch crazy walk walk passion baby work it i'm a free bitch baby    i want your love and i want your revenge i want your love i don't wanna be friends je veux ton amour et je veux ta revanche je veux ton amour i don't wanna be friends ohohohohoh ohohohoh ohohoh i want you back no i don't wanna be friends caught in a bad romance i don't wanna be friends want your bad romance caught in a bad romance want your bad romance   i want your love and i want your revenge you and me could write a bad romance ohohohohoh i want your love and all your lover's revenge you and me could write a bad romance ohohohohoh ohohohoh ohohoh want your bad romance caught in a bad romance want your bad romance ohohohohoh ohohohoh ohohoh want your bad romance caught in a bad romance  post raraahahah roma romama gaga ooh lala want your bad romance,23/10/2009,Happy
Lady Gaga,Sex Dreams,ARTPOP,2013,last night our lovers' quarrel i was thinking about you hurts more than i can say and it was kind of dirty all night and the way that you looked at me help me here it was kind of nasty aah help me here it was kind of trashy 'cause i can't help my mind from going there  pre heard your boyfriend was away this weekend wanna meet at my place heard that we both got nothing to do when i lay in bed i touch myself and think of you   last night damn you were in my sex dreams you were in my doing really nasty things you were in my dreams damn you were in my sex dreams you were in my making love in my sex dreams   we could be caught i just want this to be perfect we're both convicted criminals of thought 'cause i'm broken let's white by the one before glove the bed he was kind of nasty help me here and i feel so trashy 'cause we can't hide the evidence in our heads  pre heard your boyfriend was away this weekend wanna meet at my place heard that we both got nothing to do woo when i lay in bed i touch myself and think of you   last night damn you were in my sex dreams you were in my doing really nasty things you were in my dreams damn you were in my sex dreams you were in my making love in my sex dreams  post don't stop the party making love in my sex dreams let's keep it naughty yeah making love in my sex dreams watch me act a fool making love in my sex dreams tomorrow when i run into you tomorrow when i run into you   you could turn to stone or the color of men petrified by a woman in love as i am when i lay with you i think of him i think of him  spoken interlude i can't believe i'm telling you this but i've had a couple drinks and oh my god   last night damn you were in my sex dreams you were in my doing really nasty things you were in my dreams damn you were in my sex dreams you were in my  post last night don't stop the party damn you were in my sex dreams let's keep it naughty yeah doing really nasty things watch me act a fool damn you were in my sex dreams tomorrow when i run into you making love in my sex dreams,06/11/2013,Energetic
Lady Gaga,I'll Never Love Again ,A Star is Born ,2018,wish i could i could've said goodbye i would've said what i wanted to maybe even cried for you if i knew it would be the last time i would've broke my heart in two tryin' to save a part of you   don't want to feel another touch don't wanna start another fire don't wanna know another kiss no other name falling off my lips don't wanna to give my heart away to another stranger or let another day begin won't even let the sunlight in no i'll never love again i'll never love again ooouuu ooou oou  oh   when we first met i never thought that i would fall i never thought that i'd find myself lying in your arms and i want to pretend that it's not true oh baby that you're gone 'cause my world keeps turning and turning and turning and i'm not movin' on   don't want to feel another touch don't wanna start another fire don't wanna know another kiss no other name falling off my lips don't wanna give my heart away to another stranger or let another day begin won't even let the sunlight in no i'll never love   i don't wanna know this feeling unless it's you and me i don't wanna waste a moment ooh and i don't wanna give somebody else the better part of me i would rather wait for you hoooo ouuu   don't want to feel another touch don't want to start another fire don't want to know another kiss baby unless they are your lips don't want to give my heart away to another stranger or let another day begin won't even let the sunlight in oooo i'll never love again love again i'll never love again i'll never love again   i won't i won't i swear i can't i wish i could but i just won't i'll never love again i'll never love again who oo oo oo oo hmmm,05/10/2018,Sad
Lady Gaga,Poker Face,The Fame,2008,mum mum mum mah mum mum mum mah mum mum mum mah mum mum mum mah mum mum mum mah   i wanna hold 'em like they do in texas please fold 'em let 'em hit me raise it baby stay with me i love it love game intuition play the cards with spades to start and after he's been hooked i'll play the one that's on his heart  pre oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got   can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody  post popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah   i wanna roll with him a hard pair we will be a little gambling is fun when you're with me i love it russian roulette is not the same without a gun and baby when it's love if it's not rough it isn't fun fun  pre oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got   can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody  post popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah mum mum mum mah mum mum mum mah   i won't tell you that i love you kiss or hug you 'cause i'm bluffin' with my muffin i'm not lying i'm just stunnin' with my lovegluegunnin' just like a chick in the casino take your bank before i pay you out i promise this promise this check this hand 'cause i'm marvelous   can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody  post popopopoker face fufufuck her face popopopoker face fufufuck her face she's got me like nobody popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah,26/09/2008,Angry
Lady Gaga,Million Reasons,Joanne,2016,you're giving me a million reasons to let you go you're giving me a million reasons to quit the show you're givin' me a million reasons give me a million reasons givin' me a million reasons about a million reasons  if i had a highway i would run for the hills if you could find a dry way i'd forever be still but you're giving me a million reasons give me a million reasons givin' me a million reasons about a million reasons   i bow down to pray i try to make the worst seem better lord show me the way to cut through all his worn out leather i've got a hundred million reasons to walk away but baby i just need one good one to stay   head stuck in a cycle i look off and i stare it's like that i've stopped breathing but completely aware 'cause you're giving me a million reasons give me a million reasons givin' me a million reasons about a million reasons  and if you say something that you might even mean it's hard to even fathom which parts i should believe 'cause you're giving me a million reasons give me a million reasons givin' me a million reasons about a million reasons   i bow down to pray i try to make the worst seem better lord show me the way to cut through all his worn out leather i've got a hundred million reasons to walk away but baby i just need one good one to stay   hey ehh ehh eyy baby i'm bleedin' bleedin' stay ehh ehhy can't you give me what i'm needin' needin' every heartbreak makes it hard to keep the faith but baby i just need one good one good one good one good one good one good one   when i bow down to pray i try to make the worst seem better lord show me the way to cut through all his worn out leather i've got a hundred million reasons to walk away but baby i just need one good one good one tell me that you'll be the good one good one baby i just need one good one to stay,05/10/2016,Sad
Lady Gaga,G.U.Y.,ARTPOP,2014,by lady gaga greetings himeros god of sexual desire son of aphrodite lay back and feast as this audio guides you through new and exciting positions   i wanna be the girl under you oh yeah i wanna be your guy yeah i wanna be the grave and earth you oh yeah our sex doesn't tell us no lies  pre i'm gonna wear the tie want the power to leave you i'm aimin' for full control of this love of this love touch me touch me don't be sweet love me love me please retweet let me be the girl under you that makes you cry   i wanna be that guy guy i wanna be that guy guy i wanna be that guy guy the girl under you guy   i'm gonna say the word and own you oh yeah you'll be my girl guy im romancin' loves to hold you oh yeah know you'll wear my makeup well  pre i'm gonna wear the tie want the power to leave you i'm aimin' for full control of this love of this love touch me touch me don't be sweet love me love me please retweet let me be the girl under you that makes you cry   i wanna be that guy guy i wanna be that guy guy i wanna be that guy guy the girl under you guy   i dont need to be on top to know im worth it 'cause i'm strong enough to know the truth i just want it to be hot because im best when im in love and im in love with you guy touch me touch me mount your goddess guy touch me touch me a summer moon comes into full phase guy get on top of me and mars' warring spirit rams into the atmosphere touch me touch me dont be shy i'm in charge like a guy i'll lay down face up this time under you like a guy   i wanna be that guy guy i wanna be that guy guy i wanna be that guy guy the girl under you guy i wanna be that guy guy i'll wreck you right up guy guy i'll lie down face up guy guy the girl under you guy   achtzehn sechzehn fourteen vierzehn freiheit nein zedd nein zedd nein zedd nein zedd,28/03/2014,Happy
Lady Gaga,911,Chromatica,2020,turnin' up emotional faders keep repeating selfhating phrases i have heard enough of these voices almost like i have no choice this is biological stasis my mood's shifting to manic places wish i laughed and kept the good friendships watch life here i go again  pre i can't see me cry can't see me cry ever again ooh i can't see me cry can't see me cry this is the end ooh   my biggest enemy is me pop a 9 my biggest enemy is me pop a 9 my biggest enemy is me ever since day one pop a 9 then pop another one   keep my dolls inside diamond boxes save 'em 'til i know i'm gon' drop this front i've built around my oasis paradise is in my hands holdin' on so tight to this status it's not real but i'll try to grab it keep myself in beautiful places paradise is in my hands  pre i can't see me cry can't see me cry ever again ooh i can't see me cry can't see me cry this is the end ooh   my biggest enemy is me pop a 9 my biggest enemy is me pop a 9 my biggest enemy is me ever since day one pop a 9 then pop another one   pop pop another one ooh pop a 9 then pop another one ooh  pre i can't see me cry can't see me cry ever again ooh i can't see me cry can't see me cry this is the end ooh   my biggest enemy is me pop a 9 my biggest enemy is me pop a 9 my biggest enemy is me ever since day one pop a 9 then pop another one   please patch the line please patch the line need a 9 can you patch the line please patch the line please patch the line need a 9 can you patch the line,29/05/2020,Energetic
Lady Gaga,The Cure,Workout Banging Beats,2017,i'll undress you 'cause you're tired cover you as you desire when you fall asleep inside my arms may not have the fancy things but i'll give you everything you could ever want it's in my arms  pre so baby tell me yes and i will give you everything so baby tell me yes and i will be all yours tonight so baby tell me yes and i will give you everything i will be right by your side   if i can't find the cure i'll i'll fix you with my love no matter what you do i'll i'll fix you with my love and if you say you're okay i'm gonna heal you anyway promise i'll always be there promise i'll be the cure be the cure   rub your feet your hands your legs let me take care of it babe close your eyes i'll sing your favorite song i wrote you this lullaby hush now baby don't you cry anything you want could not be wrong  pre so baby tell me yes and i will give you everything so baby tell me yes and i will be all yours tonight so baby tell me yes and i will give you everything i will be right by your side   if i can't find the cure i'll i'll fix you with my love no matter what you do i'll i'll fix you with my love and if you say you're okay i'm gonna heal you anyway promise i'll always be there promise i'll be the cure be the cure   i'll fix you with my love i'll fix you with my lovelolove i'll fix you with my love i'll fix you with my lovelolove   if i can't find the cure i'll i'll fix you with my love no matter what you do i'll i'll fix you with my love and if you say you're okay i'm gonna heal you anyway promise i'll always be there promise i'll be the cure be the cure promise i'll be the cure be the cure   i'll fix you with my love,16/04/2017,Calm
Lady Gaga,Born This Way,Born This Way,2011,it doesn't matter if you love him or capital him m m m just put your paws up 'cause you were born this way baby   my mama told me when i was young we are all born superstars she rolled my hair and put my lipstick on in the glass of her boudoir there's nothing wrong with loving who you are she said 'cause he made you perfect babe so hold your head up girl and you'll go far listen to me when i say   i'm beautiful in my way 'cause god makes no mistakes i'm on the right track baby i was born this way don't hide yourself in regret just love yourself and you're set i'm on the right track baby i was born this way born this way  post ooh there ain't no other way baby i was born this way baby i was born this way born this way ooh there ain't no other way baby i was born this way right track baby i was born this way  interlude don't be a drag just be a queen don't be a drag just be a queen don't be a drag just be a queen don't be don't be don't be   give yourself prudence and love your friends subway kid rejoice your truth in the religion of the insecure i must be myself respect my youth a different lover is not a sin believe capital him hey hey hey i love my life i love this record and mi amore vole fe yah same dna   i'm beautiful in my way 'cause god makes no mistakes i'm on the right track baby i was born this way don't hide yourself in regret just love yourself and you're set i'm on the right track baby i was born this way born this way  post ooh there ain't no other way baby i was born this way baby i was born this way born this way ooh there ain't no other way baby i was born this way right track baby i was born this way  interlude way don't be don't be way church  breakdown don't be a drag just be a queen whether you're broke or evergreen you're black white beige cholo descent you're lebanese you're orient whether life's disabilities left you outcast bullied or teased rejoice and love yourself today 'cause baby you were born this way   no matter gay straight or bi lesbian transgender life i'm on the right track baby i was born to survive no matter black white or beige chola or orient made i'm on the right track baby i was born to be brave   i'm beautiful in my way 'cause god makes no mistakes i'm on the right track baby i was born this way don't hide yourself in regret just love yourself and you're set i'm on the right track baby i was born this way yeah  post ooh there ain't no other way baby i was born this way baby i was born this way born this way ooh there ain't no other way baby i was born this way right track baby i was born this way   i was born this way hey i was born this way hey i'm on the right track baby i was born this way i was born this way hey i was born this way hey i'm on the right track baby i was born this way hey same dna but born this way hey hey hey same dna but born this way hey hey hey,11/02/2011,Angry
Lady Gaga,Applause,ARTPOP,2013,i stand here waiting for you to bang the gong to crash the critic saying is it right or is it wrong if only fame had an iv baby could i bear being away from you i found the vein put it in here  pre i live for the applause applause applause i live for the applauseplause live for the applauseplause live for the way that you cheer and scream for me the applause applause applause   give me that thing that i love i'll turn the lights on put your hands up make 'em touch touch make it real loud give me that thing that i love i'll turn the lights on put your hands up make 'em touch touch make it real loud  post applause make it real loud applause put your hands up make 'em touch touch applause make it real loud applause put your hands up make 'em touch touch   i've overheard your theory nostalgia's for geeks i guess sir if you say so some of us just like to read one second i'm a koons then suddenly the koons is me pop culture was in art now arts in pop culture in me  pre i live for the applause applause applause i live for the applauseplause live for the applauseplause live for the way that you cheer and scream for me the applause applause applause   give me that thing that i love i'll turn the lights on put your hands up make 'em touch touch make it real loud give me that thing that i love i'll turn the lights on put your hands up make 'em touch touch make it real loud  post applause make it real loud applause put your hands up make 'em touch touch applause make it real loud applause put your hands up make 'em touch touch   woo touch touch woo touch touch now wooohohoh wooohohoh  pre i live for the applause applause applause i live for the applauseplause live for the applauseplause live for the way that you cheer and scream for me the applause applause applause   give me that thing that i love i'll turn the lights on put your hands up make 'em touch touch make it real loud give me that thing that i love i'll turn the lights on put your hands up make 'em touch touch make it real loud  post applause make it real loud applause put your hands up make 'em touch touch applause make it real loud applause put your hands up make 'em touch touch   artpop,12/08/2013,Energetic
Lady Gaga,Venus,ARTPOP,2013,rocket number nine take off to the planet to the planet venus aphrodite lady seashell bikini garden panty venus lets blast off to a new dimension in your bedroom venus aphrodite lady seashell bikini get with me venus  pre i cant help the way im feeling goddess of love please take me to your leader i cant help i keep on dancing goddess of love goddess of love take me to your planet to the planet take me to your planet to the planet take me to your leader to the planet your leader your leader to the planet take me to your planet to the planet take me to your planet to the planet take me to your venus to the planet your venus your venus   when you touch me i die just a little inside i wonder if this could be love this could be love cause youre out of this world galaxy space and time i wonder if this could be love venus   have an oyster baby its aphrodishy act sleazy venus worship to the land a girl from the planet to the planet to the planet  pre i cant help the way im feeling goddess of love please take me to your leader i cant help i keep on dancing goddess of love goddess of love take me to your planet to the planet take me to your planet to the planet take me to your leader to the planet your leader your leader to the planet take me to your planet to the planet take me to your planet to the planet take me to your venus to the planet your venus your venus   when you touch me i die just a little inside i wonder if this could be love this could be love cause youre out of this world galaxy space and time i wonder if this could be love this could be love  post wonder if this could be love this could be love goddess of love wonder if this could be love venus   neptune go now serve pluto saturn jupiter mercury venus uhhuh uranus dont you know my ass is famous mars now serve for the gods earth serve for the stars   when you touch me i die just a little inside i wonder if this could be love this could be love cause youre out of this world galaxy space and time i wonder if this could be love this could be love   wonder if this could be love this could be love goddess of love wonder if this could be love venus,27/10/2013,Happy
